ticker,mcap_usd,price,name
MMS,3090155172.0,59.02,Maximus Inc. Common Stock
FGN,3089414426.0,24.5,F&G Annuities & Life Inc. 7.950% Senior Notes due 2053
KC,3085004388.0,10.3,Kingsoft Cloud Holdings Limited American Depositary Shares
INFQ,3081757686.0,13.68,Infleqtion Inc. Common Stock
PFS,3068844202.0,23.53,Provident Financial Services Inc Common Stock
BELFA,3064340079.0,212.22,Bel Fuse Inc. Class A Common Stock
COLM,3057769478.0,59.73,Columbia Sportswear Company Common Stock
ARCB,3053977254.0,136.63,ArcBest Corporation Common Stock
ALMS,3045611174.0,23.53,Alumis Inc. Common Stock
FG,3041624905.0,23.23,F&G Annuities & Life Inc. Common Stock
BOH,3034524460.0,76.92,Bank of Hawaii Corporation Common Stock
SLNHP,3031968158.0,12.29,Soluna Holdings Inc 9.0% Series A Cumulative Perpetual Prefe
BBAR,3031893708.0,14.85,Banco BBVA Argentina S.A. ADS
BHF,3028271350.0,52.66,Brighthouse Financial Inc. Common Stock
BTDR,3012706186.0,11.09,Bitdeer Technologies Group Class A Ordinary Shares
UPST,3005999991.0,30.89,Upstart Holdings Inc. Common stock
MGEE,3005718155.0,79.55,MGE Energy Inc
AVAH,3004885214.0,13.77,Aveanna Healthcare Holdings Inc. Common Stock
REZI,3003541137.0,19.78,Resideo Technologies Inc. Common Stock 
LBRT,2997010355.0,18.36,Liberty Energy Inc. Class A common stock
EROC,2995908092.0,13.65,ERock Inc. Class A Common Stock
AEHR,2994557310.0,91.8,Aehr Test Systems Common Stock
DBRG,2993362161.0,15.96,DigitalBridge Group Inc.
DHT,2985711950.0,18.54,DHT Holdings Inc.
IMAX,2977926790.0,54.3,Imax Corporation Common Stock
DXPE,2976033815.0,191.79,DXP Enterprises Inc. Common Stock
ACHC,2975950290.0,31.96,Acadia Healthcare Company Inc. Common Stock
ADEA,2972601443.0,26.95,Adeia Inc. Common Stock
ALHC,2967359806.0,14.3,Alignment Healthcare Inc. Common Stock
CBZ,2966063626.0,54.66,CBIZ Inc. Common Stock
EXTR,2962137823.0,22.7,Extreme Networks Inc. Common Stock
BANC,2959992913.0,18.74,Banc of California Inc. Common Stock
AEO,2954317861.0,17.63,American Eagle Outfitters Inc. Common Stock
TNK,2939877790.0,84.86,Teekay Tankers Ltd.
ZLAB,2929025889.0,26.09,Zai Lab Limited American Depositary Shares
RDW,2923663562.0,11.7,Redwire Corporation Common Stock
PPLI,2920475139.0,39.22,People Incorporated Common Stock
HG,2914040010.0,35.02,Hamilton Insurance Group Ltd. Class B Common Shares
UNFI,2903103146.0,47.97,United Natural Foods Inc. Common Stock
CXT,2902816561.0,50.43,Crane NXT Co. Common Stock
AKR,2900467089.0,21.12,Acadia Realty Trust Common Stock
BKD,2898047353.0,12.13,Brookdale Senior Living Inc. Common Stock
SDRL,2897545054.0,46.33,Seadrill Limited Common Shares
WDFC,2897211994.0,215.87,WD-40 Company Common Stock
DGII,2896580229.0,76.33,Digi International Inc. Common Stock
KN,2888577225.0,33.82,Knowles Corporation Common Stock
FBK,2887501916.0,57.78,FB Financial Corporation Common Stock
HOG,2883849169.0,27.71,Harley-Davidson Inc. Common Stock
TTAM,2879741703.0,15.62,Titan America SA Common Shares
SPSC,2871013877.0,79.75,SPS Commerce Inc. Common Stock
SVM,2865727733.0,12.96,Silvercorp Metals Inc. Common Shares
DKL,2859886902.0,53.76,Delek Logistics Partners L.P. Common Units representing Limi
KWR,2859834034.0,166.19,Quaker Houghton Common Stock
NMRK,2859787734.0,15.78,Newmark Group Inc. Class A Common Stock
DNOW,2856417078.0,15.8,DNOW Inc. Common Stock
MAN,2853116720.0,61.35,ManpowerGroup Common Stock
VECO,2838249185.0,46.43,Veeco Instruments Inc. Common Stock
WOR,2837753472.0,58.0,Worthington Enterprises Inc. Common Shares
BCC,2837713577.0,81.33,Boise Cascade L.L.C. Common Stock
MGRC,2829713059.0,115.85,McGrath RentCorp Common Stock
FTAIM,2824445003.0,27.5,FTAI Aviation Ltd. 9.500% Fixed-Rate Reset Series D Cumulati
CSAN,2816265362.0,2.84,Cosan S.A. ADS
TOWN,2813073341.0,37.7,TowneBank Common Stock
APPN,2812099458.0,39.26,Appian Corporation Class A Common Stock
SIND,2807422847.0,17.68,Sinda Ltd. Common Stock
SLS,2807045355.0,13.9,SELLAS Life Sciences Group Inc. Common Stock
CLBT,2804950742.0,11.24,Cellebrite DI Ltd. Ordinary Shares
NOG,2803307558.0,26.31,Northern Oil and Gas Inc. Common Stock
ABM,2802804261.0,47.84,ABM Industries Incorporated Common Stock
IHS,2796569385.0,8.34,IHS Holding Limited Ordinary Shares
RLX,2795837254.0,1.8,RLX Technology Inc. American Depositary Shares each represen
AMR,2794081147.0,220.37,Alpha Metallurgical Resources Inc. Common Stock
SPNT,2792606985.0,24.04,SiriusPoint Ltd. Common Shares
DCO,2790137164.0,184.78,Ducommun Incorporated Common Stock
POWWP,2784368568.0,24.0,Outdoor Holding Company 8.75% Series A Cumulative Redeemable
NTCT,2784326513.0,38.3,NetScout Systems Inc. Common Stock
FCPT,2781227328.0,25.34,Four Corners Property Trust Inc. Common Stock
VC,2780595885.0,104.16,Visteon Corporation Common Stock
KD,2769559214.0,12.71,Kyndryl Holdings Inc. Common Stock
AVPT,2769391426.0,13.09,AvePoint Inc. Class A Common Stock
ALRM,2768688859.0,56.4,Alarm.com Holdings Inc. Common Stock
CENT,2768157647.0,44.23,Central Garden & Pet Company Common Stock
CALY,2766913076.0,15.5,Callaway Golf Company Common Stock
CHTRP,2765900657.0,24.14,Charter Communications Inc. Series A Cumulative Redeemable P
NRIX,2764744035.0,26.64,Nurix Therapeutics Inc. Common stock
RGC,2759248107.0,5.58,Regencell Bioscience Holdings Limited Ordinary Shares
GDV,2756160285.0,30.56,Gabelli Dividend & Income Trust Common Shares of Beneficial 
TALO,2750756085.0,16.48,Talos Energy Inc. Common Stock
ATAI,2749961521.0,7.42,AtaiBeckley Inc. Common Stock
GRND,2743758597.0,15.79,Grindr Inc. Common Stock
TBBK,2740873565.0,67.2,The Bancorp Inc Common Stock
PGEN,2740759816.0,7.66,Precigen Inc. Common Stock
VRDN,2734875374.0,24.14,Viridian Therapeutics Inc. Common Stock
PRVA,2731634337.0,21.39,Privia Health Group Inc. Common Stock
GCMG,2729581666.0,13.46,GCM Grosvenor Inc. Class A Common Stock
UE,2729405355.0,21.62,Urban Edge Properties Common Shares of Beneficial Interest
LIME,2728686138.0,41.99,Neutron Holdings Inc. Common Stock
ARR,2726194048.0,16.32,ARMOUR Residential REIT Inc.
WLY,2722958968.0,53.64,John Wiley & Sons Inc. Common Stock
SLDE,2718208701.0,23.27,Slide Insurance Holdings Inc. Common Stock
ASO,2716404650.0,43.8,Academy Sports and Outdoors Inc. Common Stock
BKV,2711781877.0,24.78,BKV Corporation Common Stock
PATK,2708854386.0,84.34,Patrick Industries Inc. Common Stock
DAC,2707038767.0,148.71,Danaos Corporation Common Stock
WAFD,2695646520.0,36.43,WaFd Inc. Common Stock
TRMK,2688087009.0,46.29,Trustmark Corporation Common Stock
RH,2685260666.0,142.07,RH Common Stock
NBTB,2683737151.0,51.65,NBT Bancorp Inc. Common Stock
AXGN,2678398578.0,49.82,Axogen Inc. Common Stock
NMFCZ,2678168998.0,25.18,New Mountain Finance Corporation 8.250% Notes due 2028
PAGS,2677141700.0,9.21,PagSeguro Digital Ltd. Class A Common Shares
OSW,2674998555.0,26.36,OneSpaWorld Holdings Limited Common Shares
WHR,2669588532.0,40.95,Whirlpool Corporation Common Stock
HTO,2668371255.0,63.75,H2O America Common Stock
EEFT,2663884036.0,71.22,Euronet Worldwide Inc. Common Stock
CUBI,2659967414.0,78.73,Customers Bancorp Inc Common Stock
FBNC,2654363148.0,64.16,First Bancorp Common Stock
BBT,2652779122.0,31.65,Beacon Financial Corporation Common stock
WLYB,2651747804.0,52.24,John Wiley & Sons Inc. Common Stock
ZIONP,2641770321.0,18.1,Zions Bancorporation N.A. Depositary Shares (Each representi
SSMR,2633071367.0,18.32,Sunshine Silver Mining & Refining Company Common Stock
NN,2630058398.0,15.58,NextNav Inc. Common Stock
WTTR,2624211785.0,18.95,Select Water Solutions Inc. Class A common stock
AAP,2624078000.0,43.45,Advance Auto Parts Inc.
SUPN,2619784476.0,45.07,Supernus Pharmaceuticals Inc. Common Stock
FRME,2618191325.0,41.69,First Merchants Corporation Common Stock
WGS,2615884184.0,87.72,GeneDx Holdings Corp. Class A Common Stock
DJT,2614037682.0,9.4,Trump Media & Technology Group Corp. Common Stock
NMM,2608813378.0,89.44,Navios Maritime Partners LP Common Units Representing Limite
STUB,2605853568.0,6.82,StubHub Holdings Inc. Class A Common Stock
NEOG,2605276230.0,11.95,Neogen Corporation Common Stock
DRD,2605005783.0,30.13,DRDGOLD Limited American Depositary Shares
DRH,2598308004.0,12.7,Diamondrock Hospitality Company Common Stock
BHE,2597909154.0,72.33,Benchmark Electronics Inc. Common Stock
VERA,2595721327.0,36.02,Vera Therapeutics Inc. Class A Common Stock
SKWD,2592089244.0,58.38,Skyward Specialty Insurance Group Inc. Common Stock
OUST,2589553878.0,35.91,Ouster Inc. Common Stock
MFAO,2587415560.0,25.2,MFA Financial Inc. 9.000% Senior Notes due 2029
MFAN,2585197916.0,25.18,MFA Financial Inc. 8.875% Senior Notes due 2029
PHIN,2580603728.0,70.44,PHINIA Inc. Common Stock
RARE,2574155474.0,26.11,Ultragenyx Pharmaceutical Inc. Common Stock
CDNA,2565500119.0,49.59,CareDx Inc. Common Stock
PHVS,2564422135.0,36.81,Pharvaris N.V. Ordinary Shares
PENG,2560853883.0,49.98,Penguin Solutions Inc. Common Stock
NWL,2551141000.0,5.99,Newell Brands Inc. Common Stock
NKTR,2549969507.0,74.69,Nektar Therapeutics  Common Stock
IVT,2546775556.0,32.66,InvenTrust Properties Corp. Common Stock
VISN,2544962456.0,11.04,Vistance Networks Inc. Common Stock
TDC,2540760000.0,27.32,Teradata Corporation Common Stock
KALU,2534763224.0,155.04,Kaiser Aluminum Corporation Common Stock
TRVI,2534645211.0,17.79,Trevi Therapeutics Inc. Common Stock
AADX,2533322747.0,14.7,Applied Aerospace & Defense Inc. Common Stock
GSHD,2526601482.0,71.14,Goosehead Insurance Inc. Class A Common Stock
LIFE,2525511973.0,39.61,Ethos Technologies Inc. Class A Common Stock
INTR,2515489347.0,5.7,Inter & Co. Inc. Class A Common Shares
LASR,2515292589.0,43.6,nLIGHT Inc. Common Stock
LCII,2514539169.0,103.43,LCI Industries
HURN,2512518570.0,157.92,Huron Consulting Group Inc. Common Stock
KOD,2504550861.0,39.85,Kodiak Sciences Inc Common Stock
BCRX,2504244029.0,9.8,BioCryst Pharmaceuticals Inc. Common Stock
SYBT,2500709428.0,80.5,Stock Yards Bancorp Inc. Common Stock
RVMDW,2497019270.0,11.65,Revolution Medicines Inc. Warrant
HWKN,2494680857.0,119.5,Hawkins Inc. Common Stock
ETOR,2494117201.0,30.96,eToro Group Ltd. Class A Common Shares
ADBT,2493776394.0,5.12,Advasa Holdings Inc. Common Stock
BHC,2490777136.0,6.66,Bausch Health Companies Inc. Common Stock
NVA,2489675681.0,5.52,Nova Minerals Corp Common Stock
MH,2487014582.0,13.0,McGraw Hill Inc. Common Stock
BUSE,2486392145.0,30.11,First Busey Corporation Class A Common Stock
RNW,2483404319.0,6.82,ReNew Energy Global plc Class A Ordinary Shares
HLIO,2483155483.0,75.36,Helios Technologies Inc. Common Stock
SAH,2482710401.0,78.53,Sonic Automotive Inc. Common Stock
FIGS,2474658905.0,14.89,FIGS Inc. Class A Common Stock
ATHM,2468112623.0,21.43,Autohome Inc. American Depositary Shares each representing f
LCLN,2466286638.0,23.8,Lincoln International Inc. Class A Common Stock
UNIT,2466087372.0,10.16,Uniti Group Inc. Common Stock
WSBCO,2464781347.0,25.7,WesBanco Inc. Depositary Shares each representing 1/40th int
MBIN,2464348033.0,53.65,Merchants Bancorp Common Stock
MPT,2463450000.0,4.12,Medical Properties Trust Inc. common stock
CALX,2460003050.0,39.07,Calix Inc Common Stock
NUVB,2459618247.0,7.0,Nuvation Bio Inc. Class A Common Stock
STNE,2453577363.0,9.95,StoneCo Ltd. Class A Common Shares
CDLR,2449902351.0,25.39,Cadeler A/S American Depositary Share (each representing fou
AMC,2441273685.0,2.73,AMC Entertainment Holdings Inc. Class A Common Stock
PBH,2439787883.0,51.5,Prestige Consumer Healthcare Inc. Common Stock
VVX,2438041945.0,77.78,V2X Inc. Common Stock
HYMC,2433439599.0,26.11,Hycroft Mining Holding Corporation Class A Common Stock
ECO,2430920220.0,62.26,Okeanis Eco Tankers Corp. Common Stock
RAPP,2429380512.0,50.63,Rapport Therapeutics Inc. Common Stock
HUBG,2419844391.0,39.57,Hub Group Inc. Class A Common Stock
ATRC,2418692280.0,47.55,AtriCure Inc. Common Stock
PAYO,2410483192.0,7.11,Payoneer Global Inc. Common Stock
BANR,2406131557.0,70.8,Banner Corporation Common Stock
MRVI,2405876136.0,9.27,Maravai LifeSciences Holdings Inc. Class A Common Stock
EFXT,2393216507.0,19.6,Enerflex Ltd Common Shares
BGSI,2390940993.0,85.89,Boyd Group Services Inc. Common Shares
CENTA,2388220577.0,38.16,Central Garden & Pet Company Class A Common Stock Nonvoting
COTY,2386660317.0,2.71,Coty Inc. Class A Common Stock
BVC,2382240000.0,14.18,BitVentures Limited Ordinary Shares
MFICL,2382041470.0,25.53,MidCap Financial Investment Corporation 8.00% Notes due 2028
NGVT,2381702436.0,69.28,Ingevity Corporation Common Stock 
HIMX,2380913726.0,13.65,Himax Technologies Inc. American Depositary Shares
CC,2380894101.0,15.82,Chemours Company (The) Common Stock
TRN,2380524242.0,29.88,Trinity Industries Inc. Common Stock
GRDN,2379770361.0,37.57,Guardian Pharmacy Services Inc. Class A Common Stock
EMAT,2378387471.0,3.83,Evolution Metals & Technologies Corp. Common Stock
COHU,2377809490.0,50.23,Cohu Inc. Common Stock
AGM,2376961522.0,219.01,Federal Agricultural Mortgage Corporation Common Stock
FIVN,2369483168.0,31.71,Five9 Inc. Common Stock
OCUL,2366360978.0,10.78,Ocular Therapeutix Inc. Common Stock
SFBS,2362945882.0,43.22,ServisFirst Bancshares Inc. Common Stock
PURR,2360634643.0,11.77,Hyperliquid Strategies Inc Common Stock
UWMC,2358192225.0,1.47,UWM Holdings Corporation Class A Common Stock
BXMT,2354385423.0,13.97,Blackstone Mortgage Trust Inc. Common Stock
PBI,2344242625.0,17.1,Pitney Bowes Inc. Common Stock
PTON,2344014289.0,5.34,Peloton Interactive Inc. Class A Common Stock
UFPT,2342404354.0,302.41,UFP Technologies Inc. Common Stock
IOSP,2340934707.0,95.04,Innospec Inc. Common Stock
NTB,2338800000.0,58.47,Bank of N.T. Butterfield & Son Limited (The) Voting Ordinary
PENN,2331418017.0,17.39,PENN Entertainment Inc. Common Stock
GENB,2330880238.0,18.16,Generate Biomedicines Inc. Common Stock
MFP,2329142280.0,51.49,Midera Food Processing Inc. Common Stock
HCI,2324948631.0,186.91,HCI Group Inc. Common Stock
RGTIW,2319692792.0,6.95,Rigetti Computing Inc. Warrants
BFLY,2318012518.0,8.71,Butterfly Network Inc. Class A Common Stock
EFSC,2309444701.0,63.81,Enterprise Financial Services Corporation Common Stock
FLYW,2304385746.0,18.94,Flywire Corporation Voting Common Stock
COAG,2301973126.0,49.28,Hemab Therapeutics Holdings Inc. Common Stock
BKE,2299767359.0,44.64,Buckle Inc. (The) Common Stock
BGR,2299541850.0,16.96,BlackRock Energy and Resources Trust
CCU,2299231621.0,12.45,Compania Cervecerias Unidas S.A. Common Stock
DBD,2297844542.0,67.69,Diebold Nixdorf Incorporated Common stock
ADAMM,2293732139.0,25.52,Adamas Trust Inc. 7.875% Series E Fixed-to-Floating Rate Cum
NCNO,2291847714.0,20.92,nCino Inc. Common Stock
RAMP,2290754922.0,37.68,LiveRamp Holdings Inc. Common Stock
MLYS,2290622390.0,25.91,Mineralys Therapeutics Inc. Common Stock
ADAMI,2288489779.0,25.27,Adamas Trust Inc. 9.125% Senior Notes Due 2029
ALMR,2287185567.0,32.96,Alamar Biosciences Inc. Common Stock
NOVTU,2282302420.0,60.35,Novanta Inc. Tangible Equity Units
PRCH,2282012682.0,17.31,Porch Group Inc. Common Stock
ALGT,2281198966.0,83.44,Allegiant Travel Company Common Stock
ADUS,2281159117.0,122.16,Addus HomeCare Corporation Common Stock
HRMY,2274713511.0,39.06,Harmony Biosciences Holdings Inc. Common Stock
WU,2272038377.0,7.29,Western Union Company (The) Common Stock
KLRA,2269412548.0,17.5,Kailera Therapeutics Inc. Common Stock
ROG,2262935286.0,126.64,Rogers Corporation Common Stock
KMT,2262180573.0,29.68,Kennametal Inc. Common Stock
WERN,2261738553.0,37.71,Werner Enterprises Inc. Common Stock
URGN,2260970488.0,46.26,UroGen Pharma Ltd. Ordinary Shares
MTX,2260881984.0,72.63,Minerals Technologies Inc. Common Stock
CLOV,2260069899.0,4.25,Clover Health Investments Corp. Class A Common Stock
PLUS,2254212115.0,86.4,ePlus inc. Common Stock
ADAMN,2251488639.0,25.05,Adamas Trust Inc. 8.00% Series D Fixed-to-Floating Rate Cumu
NWBI,2251076705.0,15.37,Northwest Bancshares Inc. Common Stock
PLBL,2249619066.0,6.14,Polibeli Group Ltd Class A Ordinary Shares
GENVR,2244701370.0,3.75,Gen Digital Inc. Contingent Value Rights
PMTU,2242844751.0,25.72,PennyMac Mortgage Investment Trust 8.50% Senior Notes due 20
ADAML,2242500661.0,24.95,Adamas Trust Inc. 6.875% Series F Fixed-to-Floating Rate Cum
BOBS,2236055870.0,17.11,Bob's Discount Furniture Inc. Common Stock
ANDE,2233893728.0,65.75,Andersons Inc. (The) Common Stock
UAA,2233636813.0,5.2,Under Armour Inc. Class A Common Stock
VIA,2231623684.0,27.38,Via Transportation Inc. Class A Common Stock
TILE,2231097756.0,38.6,Interface Inc. Common Stock
CTOS,2222729077.0,9.77,Custom Truck One Source Inc. Common Stock
MCRI,2218987325.0,123.81,Monarch Casino & Resort Inc. Common Stock
TRLV,2218352279.0,11.52,Trulieve Cannabis Corp. Subordinate Voting Shares
VOYG,2214727671.0,35.74,Voyager Technologies Inc. Class A Common Stock
HTH,2211542128.0,38.6,Hilltop Holdings Inc.
OFG,2210696664.0,52.3,OFG Bancorp Common Stock
NGL,2202972201.0,17.65,NGL ENERGY PARTNERS LP Common Units representing Limited Par
AERO,2201682442.0,15.09,Grupo Aeromexico S.A.B. de C.V. American Depositary Shares (
XRAY,2198873252.0,11.03,DENTSPLY SIRONA Inc. Common Stock
MD,2197900981.0,27.05,Pediatrix Medical Group Inc. Common Stock
RUN,2197728711.0,9.12,Sunrun Inc. Common Stock
AUPH,2196674784.0,16.51,Aurinia Pharmaceuticals Inc Ordinary Shares
LTC,2193417358.0,40.69,LTC Properties Inc. Common Stock
VERX,2185076191.0,13.47,Vertex Inc. Class A Common Stock
VCEL,2181657789.0,42.6,Vericel Corporation Common Stock
DRVN,2180208268.0,13.21,Driven Brands Holdings Inc. Common Stock
KEEL,2176945572.0,3.52,Keel Infrastructure Corp. Common Stock
ECPG,2175232577.0,102.56,Encore Capital Group Inc Common Stock
BHVN,2175030446.0,14.4,Biohaven Ltd. Common Shares 
UA,2173500437.0,5.06,Under Armour Inc. Class C Common Stock
HAWK,2172875943.0,22.18,HawkEye 360 Inc. Common Stock
HCM,2172095774.0,12.45,HUTCHMED (China) Limited American Depositary Shares
MESO,2169193080.0,16.8,Mesoblast Limited American Depositary Shares
STDN,2169092817.0,13.5,Standard Nuclear Inc. Class A Common Stock
XNCR,2166657989.0,29.14,Xencor Inc. Common Stock
SHAZ,2164500895.0,60.45,SharonAI Holdings Inc. Class A Common Stock
ADMA,2162572085.0,9.65,ADMA Biologics Inc Common Stock
PVLA,2157370780.0,149.73,Palvella Therapeutics Inc. Common Stock
TMC,2154946830.0,4.88,TMC the metals company Inc. Common Stock
MLCO,2154221981.0,5.47,Melco Resorts & Entertainment Limited American Depositary Sh
NEO,2153248374.0,16.76,NeoGenomics Inc. Common Stock
ZYME,2145807448.0,30.24,Zymeworks Inc. Common Stock
ASAN,2144893940.0,9.3,Asana Inc. Class A Common Stock
BUSEP,2142872008.0,25.95,First Busey Corporation Depositary Shares Each Representing 
EZPW,2140380038.0,34.84,EZCORP Inc. Class A Non Voting Common Stock
ALKT,2139909020.0,20.01,Alkami Technology Inc. Common Stock
ESTA,2139179736.0,71.78,Establishment Labs Holdings Inc. Common Shares
STOK,2134528085.0,33.08,Stoke Therapeutics Inc. Common Stock
GNL,2131594052.0,9.21,Global Net Lease Inc. Common Stock
STC,2131059934.0,69.82,Stewart Information Services Corporation Common Stock
ZBIO,2129649424.0,32.67,Zenas BioPharma Inc. Common Stock
CMPR,2129361676.0,87.45,Cimpress plc Ordinary Shares (Ireland)
ICHR,2127400207.0,56.8,Ichor Holdings Ordinary Shares
AVEX,2122316037.0,18.61,AEVEX Corp. Class A Common Stock
CTRI,2119214482.0,20.99,Centuri Holdings Inc. Common Stock
GENI,2116929230.0,7.91,Genius Sports Limited Ordinary Shares
TIC,2114555250.0,9.69,TIC Solutions Inc. Common Stock
BRSL,2113447500.0,11.46,Brightstar Lottery PLC Trading under the Legal Name to begin
BLKB,2112459653.0,46.54,Blackbaud Inc. Common Stock
PRDO,2110098295.0,33.72,Perdoceo Education Corporation Common Stock
STGW,2109823142.0,8.63,Stagwell Inc. Class A Common Stock
NEXA,2109091075.0,15.93,Nexa Resources S.A. Common Shares
NTST,2108736518.0,20.77,NetSTREIT Corp. Common Stock
BTX,2104480853.0,8.93,BlackRock Technology and Private Equity Term Trust Common Sh
NWN,2104255965.0,49.99,Northwest Natural Holding Company Common Stock
BXDC,2104076199.0,20.9,Blackstone Digital Infrastructure Trust Inc. Common Stock
FCF,2101963240.0,20.8,First Commonwealth Financial Corporation Common Stock
PLGO,2101467524.0,24.3,Pelagos Insurance Capital Limited Common Shares
HAPN,2095799546.0,18.16,Happen Inc. Common Stock
SHO,2092799056.0,11.26,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. 
HMN,2087371672.0,51.54,Horace Mann Educators Corporation Common Stock
MNR,2085181694.0,12.49,Mach Natural Resources LP Common Units representing Limited 
SRCE,2081392221.0,86.43,1st Source Corporation Common Stock
GTY,2077842051.0,33.55,Getty Realty Corporation Common Stock
PEB,2077434402.0,18.41,Pebblebrook Hotel Trust Common Shares of Beneficial Interest
NBTX,2071946284.0,40.78,Nanobiotix S.A. American Depositary Shares
CEPU,2071594546.0,13.69,Central Puerto S.A. American Depositary Shares (each represe
LIND,2070629286.0,31.55,Lindblad Expeditions Holdings Inc. Common Stock
GRC,2069902795.0,78.38,Gorman-Rupp Company (The) Common Stock
IQMX,2065508776.0,10.9,IQM Quantum Computers Oyj American Depositary Shares
BLX,2061924718.0,54.84,Bladex Inc. Class E Common Stock
DV,2061325065.0,13.3,DoubleVerify Holdings Inc. Common Stock
LPG,2058702610.0,48.12,Dorian LPG Ltd. Common Stock
CDNL,2055583455.0,43.3,Cardinal Infrastructure Group Inc. Class A Common Stock
UTZ,2050741724.0,14.24,Utz Brands Inc Class A Common Stock 
FLNC,2049942678.0,11.11,Fluence Energy Inc. Class A Common Stock
CMPS,2048072197.0,14.79,COMPASS Pathways Plc American Depository Shares
UMBFO,2043936827.0,26.91,UMB Financial Corporation Depositary Shares Each Representin
PLPC,2040543797.0,417.4,Preformed Line Products Company Common Stock
SPB,2036719938.0,88.57,Spectrum Brands Holdings Inc. Common Stock
DEI,2036620847.0,12.16,Douglas Emmett Inc. Common Stock
NYAX,2033834576.0,54.44,Nayax Ltd. Ordinary Shares
CHCO,2032475104.0,144.71,City Holding Company Common Stock
CHA,2029721789.0,10.64,Chagee Holdings Limited American Depositary Shares
RVT,2026347541.0,18.77,Royce Small-Cap Trust Inc. Common Stock
AGIO,2025684856.0,33.93,Agios Pharmaceuticals Inc. Common Stock
CIMN,2023736390.0,25.13,Chimera Investment Corporation 9.000% Senior Notes due 2029
BRVE,2020296795.0,27.5,Braveheart Bio Inc. Common Stock
PRGO,2019092515.0,14.55,Perrigo Company plc Ordinary Shares
SFB,2015891518.0,19.73,Stifel Financial Corporation 5.20% Senior Notes due 2047
CNXN,2011476490.0,79.7,PC Connection Inc. Common Stock
KYN,2011288903.0,14.77,Kayne Anderson Energy Infrastructure Fund Inc.
IMOS,2008601563.0,57.39,ChipMOS TECHNOLOGIES INC. American Depositary Shares
NEXT,2007038165.0,7.54,NextDecade Corporation Common Stock
ALG,2005775032.0,164.8,Alamo Group Inc. Common Stock
NVCR,2002868448.0,17.2,NovoCure Limited Ordinary Shares
PSNY,2001490524.0,12.18,Polestar Automotive Holding UK PLC Class A ADS
GEL,2000604506.0,16.38,Genesis Energy L.P. Common Units
CCS,1998264212.0,70.28,Century Communities Inc. Common Stock
DAO,1996503143.0,16.55,Youdao Inc. American Depositary Shares each representing one
PRKS,1992297117.0,43.94,United Parks & Resorts Inc. Common Stock
PGNY,1990293140.0,25.94,Progyny Inc. Common Stock
LCID,1978232284.0,5.02,Lucid Group Inc. Common Stock
NSP,1977942057.0,51.78,Insperity Inc. Common Stock
KARO,1975935468.0,63.96,Karooooo Ltd. Ordinary Shares
OLN,1974176727.0,17.32,Olin Corporation Common Stock
NAMSW,1973558660.0,16.51,NewAmsterdam Pharma Company N.V. Warrant
XPRO,1971943971.0,17.39,Expro Ltd Ordinary Shares
INVX,1970791605.0,28.18,Innovex International Inc. Common Stock
GHRS,1970333181.0,28.74,GH Research PLC Ordinary Shares
SRPT,1967303266.0,18.62,Sarepta Therapeutics Inc. Common Stock (DE)
KSS,1966922879.0,17.34,Kohl's Corporation Common Stock
IE,1966151991.0,12.32,Ivanhoe Electric Inc. Common Stock
SNDA,1963721351.0,40.87,Sonida Senior Living Inc. Common Stock
HE,1961326485.0,11.36,Hawaiian Electric Industries Inc. Common Stock
SEDG,1960517960.0,31.86,SolarEdge Technologies Inc. Common Stock
INOD,1960154934.0,57.01,Innodata Inc. Common Stock
ATS,1959594073.0,19.97,ATS Corporation Common Shares
WRD,1957897814.0,5.84,WeRide Inc. American Depositary Shares
JBLU,1951609525.0,5.17,JetBlue Airways Corporation Common Stock
SAM,1948215213.0,189.3,Boston Beer Company Inc. (The) Common Stock
TSHA,1945226264.0,5.97,Taysha Gene Therapies Inc. Common Stock
KARD,1944876939.0,20.8,Kardigan Inc. Common Stock
DHC,1943085129.0,8.03,Diversified Healthcare Trust Common Shares of Beneficial Int
LKFT,1934738005.0,29.36,Lakefront Biotherapeutics American Depositary Shares
TY,1932719249.0,35.56,Tri Continental Corporation Common Stock
EPAC,1925332372.0,37.65,Enerpac Tool Group Corp. Common Stock
PAX,1916606175.0,11.81,Patria Investments Limited Class A Common Shares
ALVO,1915066409.0,4.91,Alvotech Ordinary Shares
QUBT,1912517802.0,8.45,Quantum Computing Inc. Common Stock
STRA,1909627998.0,85.99,Strategic Education Inc. Common Stock
ASTH,1909024026.0,38.48,Astrana Health Inc. Common Stock
BLBD,1905472126.0,60.16,Blue Bird Corporation Common Stock
IMCR,1904676350.0,36.98,Immunocore Holdings plc American Depositary Shares
ABXL,1903616814.0,25.5,Abacus Global Management Inc. 9.875% Fixed Rate Senior Notes
TOP,1903181467.0,15.14,TOP Financial Group Limited Class A Ordinary Shares
SEPN,1899751743.0,40.7,Septerna Inc. Common Stock
ASST,1898598065.0,21.17,Strive Inc. Class A Common Stock
USAS,1897064215.0,5.61,Americas Gold and Silver Corporation Common Shares no par va
SMA,1888633281.0,34.11,SmartStop Self Storage REIT Inc. Common Stock
FSUN,1886185067.0,40.49,FirstSun Capital Bancorp Common Stock
ZD,1886139312.0,55.01,Ziff Davis Inc. Common Stock
