ticker,sector,industry
EME,Industrials,Construction & Engineering
EMN,Materials,Diversified Chemicals
EMR,Industrials,Electrical Components & Equipment
ENPH,Information Technology,Electronic Components
ENTG,Information Technology,
EOG,Energy,Oil & Gas Exploration & Production
EPAM,Information Technology,IT Consulting & Other Services
EPR,Real Estate,Other Specialized REITs
EQH,Financials,
EQIX,Real Estate,Data Center REITs
EQR,Real Estate,Multi-Family Residential REITs
EQT,Energy,Oil & Gas Exploration & Production
ES,Utilities,Multi-Utilities
ESAB,Industrials,Industrial Machinery & Supplies & Components
ESI,Materials,
ESS,Real Estate,Multi-Family Residential REITs
ESTC,Information Technology,
ETN,Industrials,Electrical Components & Equipment
ETR,Utilities,Electric Utilities
ETSY,Consumer Discretionary,
EVR,Financials,Investment Banking & Brokerage
EVRG,Utilities,Electric Utilities
EW,Health Care,Health Care Equipment
EWBC,Financials,Regional Banks
EXAS,Health Care,
EXC,Utilities,Multi-Utilities
EXE,Energy,Oil & Gas Exploration & Production
EXEL,Health Care,Biotechnology
EXLS,Industrials,Data Processing & Outsourced Services
EXP,Materials,Construction Materials
EXPD,Industrials,Air Freight & Logistics
EXPE,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
EXR,Real Estate,Self-Storage REITs
F,Consumer Discretionary,Automobile Manufacturers
FAF,Financials,Property & Casualty Insurance
FANG,Energy,Oil & Gas Exploration & Production
FAST,Industrials,Building Products
FBIN,Industrials,Building Products
FCN,Industrials,Research & Consulting Services
FCNCA,Financials,
FCX,Materials,Copper
FDS,Financials,Financial Exchanges & Data
FDX,Industrials,Air Freight & Logistics
FE,Utilities,Electric Utilities
FERG,Industrials,Industrial Machinery & Supplies & Components
FFIV,Information Technology,Communications Equipment
FHB,Financials,Regional Banks
FHN,Financials,Regional Banks
FI,Financials,Transaction & Payment Processing Services
FICO,Information Technology,Application Software
FIS,Financials,Transaction & Payment Processing Services
FITB,Financials,Regional Banks
FIVE,Consumer Discretionary,Other Specialty Retail
FIX,Industrials,Construction & Engineering
FLEX,Information Technology,Electronic Manufacturing Services
FLO,Consumer Staples,Packaged Foods & Meats
FLS,Industrials,Industrial Machinery & Supplies & Components
FLUT,Consumer Discretionary,Casinos & Gaming
FMC,Materials,Fertilizers & Agricultural Chemicals
FNB,Financials,Regional Banks
FND,Consumer Discretionary,Home Improvement Retail
FNF,Financials,
FOUR,Information Technology,
FOX,Communication Services,Movies & Entertainment
FOXA,Communication Services,Movies & Entertainment
FR,Real Estate,
FRHC,Financials,
FRPT,Consumer Staples,
FRT,Real Estate,Retail REITs
FSLR,Information Technology,Semiconductors
FTAI,Industrials,
FTI,Energy,Oil & Gas Equipment & Services
FTNT,Information Technology,Systems Software
FTV,Industrials,Industrial Machinery & Supplies & Components
FWONA,Communication Services,
FWONK,Communication Services,
FYBR,Communication Services,
G,Information Technology,IT Consulting & Other Services
GAP,Consumer Discretionary,Apparel Retail
GD,Industrials,Aerospace & Defense
GDDY,Information Technology,
GE,Industrials,Aerospace & Defense
GEHC,Health Care,Health Care Equipment
GEN,Information Technology,Application Software
GEV,Industrials,Industrial Machinery & Supplies & Components
GFS,Information Technology,
GGG,Industrials,Industrial Machinery & Supplies & Components
GILD,Health Care,Biotechnology
GIS,Consumer Staples,Packaged Foods & Meats
GL,Financials,Life & Health Insurance
GLIBA,Communication Services,Integrated Telecommunication Services
GLIBK,Communication Services,Integrated Telecommunication Services
GLOB,Information Technology,
GLPI,Real Estate,
GLW,Information Technology,Electronic Components
GM,Consumer Discretionary,Automobile Manufacturers
GME,Consumer Discretionary,Computer & Electronics Retail
GMED,Health Care,Health Care Equipment
GNRC,Industrials,Electrical Components & Equipment
GNTX,Consumer Discretionary,Automotive Parts & Equipment
GOOG,Communication Services,Interactive Media & Services
GOOGL,Communication Services,Interactive Media & Services
GPC,Consumer Discretionary,Automotive Parts & Equipment
GPK,Materials,
GPN,Financials,Transaction & Payment Processing Services
GRMN,Consumer Discretionary,Consumer Electronics
GS,Financials,Investment Banking & Brokerage
GTES,Industrials,
GTLB,Information Technology,
GTM,Communication Services,
GWRE,Information Technology,
GWW,Industrials,Industrial Machinery & Supplies & Components
GXO,Industrials,Air Freight & Logistics
H,Consumer Discretionary,
HAL,Energy,Oil & Gas Equipment & Services
HALO,Health Care,Biotechnology
HAS,Consumer Discretionary,Leisure Products
HAYW,Industrials,
HBAN,Financials,Regional Banks
HCA,Health Care,Health Care Facilities
HD,Consumer Discretionary,Home Improvement Retail
HEI,Industrials,Aerospace & Defense
HEI.A,Industrials,Aerospace & Defense
HHH,Real Estate,
HIG,Financials,Property & Casualty Insurance
HII,Industrials,Aerospace & Defense
HIW,Real Estate,
HLI,Financials,
HLNE,Financials,
HLT,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
HOG,Consumer Discretionary,Motorcycle Manufacturers
HOLX,Health Care,Health Care Equipment
HON,Industrials,Industrial Conglomerates
HOOD,Financials,
HPE,Information Technology,"Technology Hardware, Storage & Peripherals"
HPQ,Information Technology,"Technology Hardware, Storage & Peripherals"
HR,Real Estate,
HRB,Consumer Discretionary,Specialized Consumer Services
HRL,Consumer Staples,Packaged Foods & Meats
HSIC,Health Care,Health Care Distributors
HST,Real Estate,Hotel & Resort REITs
HSY,Consumer Staples,Packaged Foods & Meats
HUBB,Industrials,Industrial Machinery & Supplies & Components
HUBS,Information Technology,
HUM,Health Care,Managed Health Care
HUN,Materials,
HWM,Industrials,Aerospace & Defense
HXL,Industrials,Aerospace & Defense
IAC,Communication Services,
IBKR,Financials,Investment Banking & Brokerage
IBM,Information Technology,IT Consulting & Other Services
ICE,Financials,Financial Exchanges & Data
IDA,Utilities,Electric Utilities
IDXX,Health Care,Health Care Equipment
IEX,Industrials,Industrial Machinery & Supplies & Components
IFF,Materials,Specialty Chemicals
ILMN,Health Care,Life Sciences Tools & Services
INCY,Health Care,Biotechnology
INFA,Information Technology,
INGM,Information Technology,Technology Distributors
INGR,Consumer Staples,Agricultural Products & Services
INSM,Health Care,Biotechnology
INSP,Health Care,
INTC,Information Technology,Semiconductors
INTU,Information Technology,Application Software
INVH,Real Estate,Single-Family Residential REITs
IONS,Health Care,
IOT,Information Technology,Systems Software
IP,Materials,Paper & Plastic Packaging Products & Materials
IPG,Communication Services,Advertising
IPGP,Information Technology,Electronic Manufacturing Services
IQV,Health Care,Life Sciences Tools & Services
IR,Industrials,Industrial Machinery & Supplies & Components
IRDM,Communication Services,
IRM,Real Estate,Other Specialized REITs
ISRG,Health Care,Health Care Equipment
IT,Information Technology,IT Consulting & Other Services
ITT,Industrials,Industrial Machinery & Supplies & Components
ITW,Industrials,Industrial Machinery & Supplies & Components
IVZ,Financials,Asset Management & Custody Banks
J,Industrials,Construction & Engineering
JAZZ,Health Care,Pharmaceuticals
JBHT,Industrials,Cargo Ground Transportation
JBL,Information Technology,Electronic Manufacturing Services
JCI,Industrials,Building Products
JEF,Financials,Multi-Sector Holdings
JHG,Financials,Asset Management & Custody Banks
JHX,Materials,
JKHY,Financials,Transaction & Payment Processing Services
JLL,Real Estate,Real Estate Services
JNJ,Health Care,Pharmaceuticals
JPM,Financials,Diversified Banks
K,Consumer Staples,Packaged Foods & Meats
KBR,Industrials,Diversified Support Services
KD,Information Technology,IT Consulting & Other Services
KDP,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
KEX,Industrials,Marine Transportation
KEY,Financials,Regional Banks
KEYS,Information Technology,Electronic Equipment & Instruments
KHC,Consumer Staples,Packaged Foods & Meats
KIM,Real Estate,Retail REITs
KKR,Financials,Asset Management & Custody Banks
KLAC,Information Technology,Semiconductor Materials & Equipment
KMB,Consumer Staples,Household Products
KMI,Energy,Oil & Gas Storage & Transportation
KMPR,Financials,Multi-line Insurance
KMX,Consumer Discretionary,Automotive Retail
KNSL,Financials,
KNX,Industrials,Cargo Ground Transportation
KO,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
KR,Consumer Staples,Food Retail
KRC,Real Estate,
KRMN,Industrials,
KVUE,Consumer Staples,Personal Care Products
L,Financials,Multi-line Insurance
LAD,Consumer Discretionary,Automotive Retail
LAMR,Real Estate,Other Specialized REITs
LAZ,Financials,
LBRDA,Communication Services,
LBRDK,Communication Services,
LBTYA,Communication Services,Cable & Satellite
LBTYK,Communication Services,Cable & Satellite
LCID,Consumer Discretionary,Automobile Manufacturers
LDOS,Industrials,Diversified Support Services
LEA,Consumer Discretionary,Automotive Parts & Equipment
LECO,Industrials,Industrial Machinery & Supplies & Components
LEN,Consumer Discretionary,Homebuilding
LEN.B,Consumer Discretionary,Homebuilding
LFUS,Information Technology,Electronic Components
LH,Health Care,Health Care Services
LHX,Industrials,Aerospace & Defense
LII,Industrials,Building Products
LIN,Materials,Industrial Gases
LINE,Real Estate,Industrial REITs
LITE,Information Technology,
LKQ,Consumer Discretionary,Distributors
LLY,Health Care,Pharmaceuticals
LLYVA,Communication Services,
LLYVK,Communication Services,
LMT,Industrials,Aerospace & Defense
LNC,Financials,Multi-line Insurance
LNG,Energy,
LNT,Utilities,Electric Utilities
LNW,Consumer Discretionary,Casinos & Gaming
LOAR,Industrials,Aerospace & Defense
LOPE,Consumer Discretionary,Education Services
LOW,Consumer Discretionary,Home Improvement Retail
LPLA,Financials,
LPX,Materials,Forest Products
LRCX,Information Technology,Semiconductor Materials & Equipment
LSCC,Information Technology,Semiconductors
LSTR,Industrials,Cargo Ground Transportation
LULU,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
LUV,Industrials,Passenger Airlines
LVS,Consumer Discretionary,Casinos & Gaming
LW,Consumer Staples,Packaged Foods & Meats
LYB,Materials,Specialty Chemicals
LYFT,Industrials,Passenger Ground Transportation
LYV,Communication Services,Movies & Entertainment
M,Consumer Discretionary,Department Stores
MA,Financials,Transaction & Payment Processing Services
MAA,Real Estate,Multi-Family Residential REITs
MAN,Industrials,Human Resource & Employment Services
MANH,Information Technology,
MAR,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
MAS,Industrials,Building Products
MASI,Health Care,Health Care Equipment
MAT,Consumer Discretionary,Leisure Products
MCD,Consumer Discretionary,Restaurants
MCHP,Information Technology,Semiconductors
MCK,Health Care,Health Care Distributors
MCO,Financials,Financial Exchanges & Data
MDB,Information Technology,Systems Software
MDLZ,Consumer Staples,Packaged Foods & Meats
MDT,Health Care,Health Care Equipment
MDU,Utilities,Multi-Utilities
MEDP,Health Care,
MET,Financials,Life & Health Insurance
META,Communication Services,Interactive Media & Services
MGM,Consumer Discretionary,Casinos & Gaming
MHK,Consumer Discretionary,Home Furnishings
MIDD,Industrials,Industrial Machinery & Supplies & Components
MKC,Consumer Staples,Packaged Foods & Meats
MKL,Financials,
MKSI,Information Technology,Semiconductor Materials & Equipment
MKTX,Financials,Financial Exchanges & Data
MLI,Industrials,Industrial Machinery & Supplies & Components
MLM,Materials,Construction Materials
MMC,Financials,Insurance Brokers
MMM,Industrials,Industrial Conglomerates
MNST,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
MO,Consumer Staples,Tobacco
MOH,Health Care,Managed Health Care
MORN,Financials,
MOS,Materials,Fertilizers & Agricultural Chemicals
MP,Materials,Diversified Metals & Mining
MPC,Energy,Oil & Gas Refining & Marketing
MPW,Real Estate,Health Care REITs
MPWR,Information Technology,Semiconductors
MRK,Health Care,Pharmaceuticals
MRNA,Health Care,Biotechnology
MRP,Consumer Discretionary,Homebuilding
MRVL,Information Technology,Semiconductors
MS,Financials,Investment Banking & Brokerage
MSA,Industrials,Office Services & Supplies
MSCI,Financials,Financial Exchanges & Data
MSFT,Information Technology,Systems Software
MSGS,Communication Services,
MSI,Information Technology,Communications Equipment
MSM,Industrials,Trading Companies & Distributors
MSTR,Information Technology,Application Software
MTB,Financials,Regional Banks
MTCH,Communication Services,Interactive Media & Services
MTD,Health Care,Life Sciences Tools & Services
MTDR,Energy,Oil & Gas Exploration & Production
MTG,Financials,Reinsurance
MTN,Consumer Discretionary,
MTSI,Information Technology,Semiconductors
MTZ,Industrials,Construction & Engineering
MU,Information Technology,Semiconductors
MUSA,Consumer Discretionary,
NBIX,Health Care,Biotechnology
NCLH,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
NCNO,Information Technology,
NDAQ,Financials,Financial Exchanges & Data
NDSN,Industrials,Industrial Machinery & Supplies & Components
NEE,Utilities,Multi-Utilities
NEM,Materials,Gold
NET,Information Technology,
NEU,Materials,Specialty Chemicals
NFG,Utilities,Gas Utilities
NFLX,Communication Services,Movies & Entertainment
NI,Utilities,Multi-Utilities
NKE,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
NLY,Financials,
NNN,Real Estate,Retail REITs
NOC,Industrials,Aerospace & Defense
NOV,Energy,Oil & Gas Equipment & Services
NOW,Information Technology,Systems Software
NRG,Utilities,Independent Power Producers & Energy Traders
NSA,Real Estate,
NSC,Industrials,Rail Transportation
NTAP,Information Technology,"Technology Hardware, Storage & Peripherals"
NTNX,Information Technology,
NTRA,Health Care,
NTRS,Financials,Asset Management & Custody Banks
NU,Financials,
NUE,Materials,Steel
NVDA,Information Technology,Semiconductors
NVR,Consumer Discretionary,Homebuilding
NVST,Health Care,Health Care Supplies
NVT,Industrials,
NWL,Consumer Discretionary,Housewares & Specialties
NWS,Communication Services,Publishing
NWSA,Communication Services,Publishing
NXST,Communication Services,
NYT,Communication Services,Publishing
O,Real Estate,Retail REITs
OC,Industrials,Building Products
ODFL,Industrials,Cargo Ground Transportation
OGE,Utilities,Multi-Utilities
OGN,Health Care,Pharmaceuticals
OHI,Real Estate,
OKE,Energy,Oil & Gas Storage & Transportation
OKTA,Information Technology,Application Software
OLED,Information Technology,Semiconductors
OLLI,Consumer Discretionary,General Merchandise Stores
OLN,Materials,Diversified Chemicals
OMC,Communication Services,Advertising
OMF,Financials,
ON,Information Technology,Semiconductors
ONON,Consumer Discretionary,Footwear
ONTO,Information Technology,Semiconductor Materials & Equipment
ORCL,Information Technology,Application Software
ORI,Financials,Property & Casualty Insurance
ORLY,Consumer Discretionary,Automotive Retail
OSK,Industrials,Construction Machinery & Heavy Transportation Equipment
OTIS,Industrials,Industrial Machinery & Supplies & Components
OVV,Energy,
OWL,Financials,
OXY,Energy,Oil & Gas Exploration & Production
OZK,Financials,Regional Banks
PAG,Consumer Discretionary,
PANW,Information Technology,Systems Software
PATH,Information Technology,
PAYC,Information Technology,Application Software
PAYX,Industrials,Human Resource & Employment Services
PB,Financials,Regional Banks
PCAR,Industrials,Construction Machinery & Heavy Transportation Equipment
PCG,Utilities,
PCOR,Information Technology,
PCTY,Information Technology,Application Software
PEG,Utilities,Electric Utilities
PEGA,Information Technology,
PEN,Health Care,Health Care Equipment
PENN,Consumer Discretionary,Casinos & Gaming
PEP,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
PFE,Health Care,Pharmaceuticals
PFG,Financials,Life & Health Insurance
PFGC,Consumer Staples,Food Distributors
PG,Consumer Staples,Personal Care Products
PGR,Financials,Property & Casualty Insurance
PH,Industrials,Industrial Machinery & Supplies & Components
PHM,Consumer Discretionary,Homebuilding
PINS,Communication Services,
PK,Real Estate,Hotel & Resort REITs
PKG,Materials,Paper & Plastic Packaging Products & Materials
PLD,Real Estate,Industrial REITs
PLNT,Consumer Discretionary,
PLTR,Information Technology,Internet Services & Infrastructure
PM,Consumer Staples,Tobacco
PNC,Financials,Regional Banks
PNFP,Financials,Regional Banks
PNR,Industrials,Industrial Machinery & Supplies & Components
PNW,Utilities,Multi-Utilities
PODD,Health Care,
POOL,Consumer Discretionary,Distributors
POST,Consumer Staples,Packaged Foods & Meats
PPC,Consumer Staples,Packaged Foods & Meats
PPG,Materials,Specialty Chemicals
PPL,Utilities,Electric Utilities
PR,Energy,Oil & Gas Exploration & Production
PRGO,Health Care,Pharmaceuticals
PRI,Financials,Life & Health Insurance
PRMB,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
PRU,Financials,Life & Health Insurance
PSA,Real Estate,Self-Storage REITs
PSN,Industrials,Aerospace & Defense
PSTG,Information Technology,
PSX,Energy,Oil & Gas Refining & Marketing
PTC,Information Technology,Application Software
PVH,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
PWR,Industrials,Construction & Engineering
PYPL,Financials,Transaction & Payment Processing Services
QCOM,Information Technology,Semiconductors
QGEN,Health Care,
QRVO,Information Technology,Semiconductors
QS,Consumer Discretionary,
QSR,Consumer Discretionary,Restaurants
