ticker_tv,ticker_yf,exchange,market_cap,price,sector,industry,technical_local,tech_score,tv_reco,analyst_bucket,analyst_mean,analyst_votes
VRTX,VRTX,NMS,100957809020.84766,393.7650146484375,Health Care,Biotechnology,Sell,-2,,Buy,2.0,25.0
VRT,VRT,NYQ,47534806437.74219,124.4800033569336,Industrials,Electrical Equipment & Parts,Sell,-2,,Strong Buy,1.58333,23.0
VFC,VFC,NYQ,5775272167.116577,14.78499984741211,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Buy,2,,Hold,2.65217,20.0
VTRS,VTRS,NMS,12294098732.788818,10.545000076293945,Health Care,Pharmaceuticals,Neutral,0,,Hold,2.55556,7.0
VICI,VICI,NYQ,35659410800.52368,33.439998626708984,Real Estate,Hotel & Resort REITs,Buy,3,,Strong Buy,1.52174,22.0
VKTX,VKTX,NCM,3225152460.7315063,26.8700008392334,Health Care,Biotechnology,Strong Sell,-4,,Strong Buy,1.55556,18.0
VNOM,VNOM,NMS,12469224463.849121,38.224998474121094,Energy,Oil & Gas Storage & Transportation,Neutral,-1,,Strong Buy,1.25,16.0
VIRT,VIRT,NYQ,8778046579.956055,41.220001220703125,Financials,Capital Markets,Sell,-2,,,,7.0
VST,VST,NYQ,63322069593.20068,186.88999938964844,Utilities,Utilities - Independent Power Producers,Sell,-2,,Buy,1.6875,15.0
VNT,VNT,NYQ,6214212089.538574,42.36000061035156,Information Technology,Electronic Equipment & Instruments,Neutral,1,,Buy,1.75,11.0
VNO,VNO,NYQ,8105723741.59082,38.83000183105469,Real Estate,Office REITs,Buy,2,,Hold,3.0,14.0
VOYA,VOYA,NYQ,7241941016.848755,75.11000061035156,Financials,Multi-Sector Holdings,Buy,2,,Buy,2.41667,11.0
VMC,VMC,NYQ,37993577117.43164,287.55999755859375,Materials,Construction Materials,Neutral,-1,,Buy,1.61905,21.0
WPC,WPC,NYQ,14574684293.569336,66.55380249023438,Real Estate,REIT - Diversified,Buy,2,,Hold,2.85714,11.0
WRB,WRB,NYQ,27371679114.933105,72.16500091552734,Financials,Property & Casualty Insurance,Strong Buy,6,,Hold,2.5,15.0
GWW,GWW,NYQ,48584120782.666016,1015.719970703125,Industrials,Industrial Machinery & Supplies & Components,Neutral,0,,Hold,2.84211,13.0
WAB,WAB,NYQ,32629796748.308594,190.8699951171875,Industrials,Construction Machinery & Heavy Transportation Equipment,Sell,-2,,Buy,1.77778,8.0
WBA,WBA,NMS,0.0,11.979999542236328,Consumer Staples,Drug Retail,Buy,2,,Hold,2.75,7.0
WBD,WBD,NMS,29375011812.22119,11.864999771118164,Communication Services,Broadcasting,Neutral,-1,,,,21.0
WM,WM,NYQ,90099980882.60449,223.66749572753906,Industrials,Environmental & Facilities Services,Neutral,0,,Buy,2.04348,20.0
WAT,WAT,NYQ,17370621209.11255,291.82501220703125,Health Care,Health Care Distributors,Sell,-3,,Buy,2.41176,15.0
WSO,WSO,NYQ,16171060600.76294,393.17999267578125,Industrials,Trading Companies & Distributors,Strong Sell,-6,,Hold,2.8125,11.0
W,W,NYQ,10199782683.70819,78.66500091552734,Consumer Discretionary,Internet Retail,Strong Buy,4,,Buy,2.09375,29.0
WFRD,WFRD,NMS,4524886770.572662,62.9900016784668,Energy,Oil & Gas Equipment & Services,Buy,2,,Buy,1.875,8.0
WBS,WBS,NYQ,10245551610.384277,61.650001525878906,Financials,Regional Banks,Strong Buy,4,,,,15.0
WEC,WEC,NYQ,34301257816.654297,106.56999969482422,Utilities,Electric Utilities,Neutral,1,,Hold,2.66667,13.0
WELL,WELL,NYQ,112386176670.7539,168.03500366210938,Real Estate,Health Care REITs,Strong Buy,4,,Buy,1.63158,19.0
WEN,WEN,NMS,1925659156.9262695,10.104999542236328,Consumer Discretionary,Restaurants,Strong Sell,-4,,Hold,2.75862,22.0
WCC,WCC,NYQ,10541800938.61084,216.6300048828125,Industrials,Industrial Distribution,Neutral,1,,Buy,1.75,11.0
WST,WST,NYQ,17774764673.79492,247.19000244140625,Health Care,Health Care Supplies,Neutral,0,,Strong Buy,1.46154,11.0
WAL,WAL,NYQ,9862573907.363892,89.36000061035156,Financials,Banks - Regional,Strong Buy,4,,Strong Buy,1.46667,15.0
WDC,WDC,NMS,29630607923.90625,85.41000366210938,Information Technology,"Technology Hardware, Storage & Peripherals",Strong Buy,4,,Buy,1.64,21.0
WU,WU,NYQ,2817887268.002136,8.725000381469727,Information Technology,Data Processing & Outsourced Services,Strong Buy,4,,Hold,3.46667,11.0
WLK,WLK,NYQ,10913093526.550293,85.09500122070312,Materials,Specialty Chemicals,Neutral,1,,Buy,2.0,14.0
WEX,WEX,NYQ,5748864212.173462,167.77999877929688,Financials,Transaction & Payment Processing Services,Neutral,-1,,Hold,2.61538,9.0
WY,WY,NYQ,17925939703.29773,24.844999313354492,Real Estate,Timber REITs,Strong Sell,-4,,Buy,1.61538,12.0
WHR,WHR,NYQ,5019596609.057617,89.80500030517578,Consumer Discretionary,Household Appliances,Neutral,-1,,,,8.0
WMB,WMB,NYQ,70376606548.521,57.630001068115234,Energy,Oil & Gas Storage & Transportation,Neutral,1,,Buy,2.0,20.0
WSM,WSM,NYQ,23284420852.661133,191.18499755859375,Consumer Discretionary,Homefurnishing Retail,Neutral,1,,Buy,2.3913,19.0
WSC,WSC,NCM,4259917857.9941406,23.396499633789062,Industrials,Rental & Leasing Services,Strong Sell,-4,,Buy,2.22222,9.0
WING,WING,NMS,8955441659.39331,320.7099914550781,Consumer Discretionary,Restaurants,Sell,-3,,Buy,1.69231,22.0
WTFC,WTFC,NMS,9130955000.915527,136.3800048828125,Financials,Regional Banks,Strong Buy,4,,,,13.0
WWD,WWD,NMS,14634751293.00232,244.0500030517578,Industrials,Electrical Components & Equipment,Strong Sell,-4,,,,8.0
WDAY,WDAY,NMS,62114879837.03613,232.63999938964844,Information Technology,Application Software,Buy,2,,Buy,1.775,35.0
WH,WH,NYQ,6585722250.0,86.25,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Sell,-3,,Strong Buy,1.46667,15.0
WYNN,WYNN,NMS,13072508166.343689,125.7249984741211,Consumer Discretionary,Casinos & Gaming,Strong Buy,4,,Strong Buy,1.5,17.0
XEL,XEL,NMS,42718700809.697754,72.2300033569336,Utilities,Multi-Utilities,Neutral,-1,,Buy,1.73333,14.0
XPO,XPO,NYQ,14774420412.185669,125.45999908447266,Industrials,Cargo Ground Transportation,Sell,-3,,Strong Buy,1.5,24.0
XYL,XYL,NYQ,33959346001.434326,139.51499938964844,Industrials,Industrial Machinery & Supplies & Components,Neutral,-1,,Buy,1.95238,17.0
YETI,YETI,NYQ,2834724703.9382935,34.900001525878906,Consumer Discretionary,Leisure Products,Neutral,-1,,,,15.0
YUM,YUM,NYQ,40189987482.421875,144.80999755859375,Consumer Discretionary,Restaurants,Sell,-3,,Buy,2.42857,23.0
ZBRA,ZBRA,NMS,15577443675.732422,306.3699951171875,Information Technology,Electronic Equipment & Instruments,Strong Sell,-6,,Buy,1.94118,15.0
ZG,ZG,NMS,20110764435.590332,80.79499816894531,Real Estate,Internet Content & Information,Neutral,1,,Buy,2.26923,23.0
Z,Z,NMS,20086866088.69922,83.58000183105469,Real Estate,Internet Content & Information,Neutral,-1,,,,6.0
ZBH,ZBH,NYQ,20746594744.995117,104.7300033569336,Health Care,Health Care Equipment,Neutral,0,,Hold,2.5,24.0
ZION,ZION,NMS,8413829722.320557,56.994998931884766,Financials,Regional Banks,Strong Buy,4,,Hold,2.73913,21.0
ZTS,ZTS,NYQ,67563248217.11279,152.4499969482422,Health Care,Pharmaceuticals,Sell,-3,,Buy,1.83333,15.0
ZM,ZM,NMS,25005596194.95752,83.55000305175781,Information Technology,Application Software,Strong Buy,4,,Buy,2.25,27.0
GTM,GTM,NMS,11311481697.145508,10.270000457763672,Communication Services,Software - Application,Neutral,-1,,,,19.0
ZS,ZS,NMS,41799781333.49609,268.4704895019531,Information Technology,Application Software,Sell,-2,,Buy,1.72917,43.0
ADTN,ADTN,NMS,732077405.644989,9.145000457763672,Technology,Communication Equipment,Neutral,1,,Buy,1.875,5.0
ALIT,ALIT,NYQ,2151253266.3986206,3.9149999618530273,Technology,Software - Application,Sell,-2,,,,7.0
CHX,CHX,NMS,4940988763.5199995,25.809999465942383,Energy,Oil & Gas Equipment & Services,Neutral,-1,,Strong Buy,1.4,5.0
GTLS,GTLS,NYQ,8942786292.86499,198.97000122070312,Industrials,Specialty Industrial Machinery,Strong Buy,4,,,,12.0
DNLI,DNLI,NMS,2235581474.422455,15.289999961853027,Healthcare,Biotechnology,Buy,2,,Strong Buy,1.15789,16.0
DORM,DORM,NMS,4842571486.273193,158.59500122070312,Consumer Cyclical,Auto Parts,Buy,2,,Buy,1.66667,6.0
EVER,EVER,NGM,848180811.2262726,23.329999923706055,Communication Services,Internet Content & Information,Neutral,1,,,,6.0
FULT,FULT,NMS,3531907163.3605957,19.395000457763672,Financial Services,Banks - Regional,Strong Buy,4,,,,5.0
SPOK,SPOK,NMS,371048027.425766,18.020000457763672,Healthcare,Health Information Services,Buy,3,,,,1.0
TLYS,TLYS,NYQ,61211375.42207241,2.030100107192993,Consumer Cyclical,Apparel Retail,Strong Buy,4,,,,1.0
WK,WK,NYQ,4349611425.473022,77.6500015258789,Technology,Software - Application,Neutral,-1,,Strong Buy,1.18182,10.0
